"ID"	"word"	"def"	"spionicword"	"partid"	"btid"	"root"	"uncertain"	"Note"	"root_word"	"alpha"	"lucidaword"	"present"	"future"	"aorist"	"perfect"	"perfmid"	"aoristpass"	"compound"	"verbclass"	"Gender"	"beta"	"Spaces"	"Level"	"Parent"
165	"ἄδυτος"	"not to be entered"	"a)/dutoj "	3	0	209	0		0	"adutor"	"ἄδυτος"							0	0	0	"a)/dutos"	0	2	0
166	"Ἄδωνις"	"Adonis"	")/Adwnij "	1	0	0	-1		0	"adymir"	" ̓́Αδωνις"							0	0	1	"*)/adwnis"	0	0	0
167	"ἄδωρος"	"without gifts, taking none, incorruptible"	"a)/dwroj "	3	0	190	0		0	"adyqor"	"ἄδωρος"							0	0	0	"a)/dwros"	0	1	0
168	"ἀεί"	"always, for ever"	"a)ei/ "	4	15	0	0		0	"aei"	"ἀεί"							0	0	0	"a)ei/"	0	0	0
169	"Ἀειβάλλων"		")Aeiba/llwn "	1	0	0	-1		0	"aeibakkym"	" ̓Αειβάλλων"							0	0	0	"*)aeiba/llwn"	0	0	0
170	"ἀειγενής"	"everlasting"	"a)eigenh/j "	3	0	153	0		0	"aeicemgr"	"ἀειγενής"							0	0	0	"a)eigenh/s"	0	6	0
171	"ἀείδω"	"to sing"	"a)ei/dw "	2	0	21	0		-1	"aeidy"	"ἀείδω"							0	0	0	"a)ei/dw"	0	1	0
172	"ἀειθεήρ"		"a)eiqeh/r "	1	0	777	0		0	"aeihegq"	"ἀειθεήρ"							0	0	2	"a)eiqeh/r"	0	1	0
173	"ἀεικίνητος"		"a)eiki/nhtoj "	3	0	311	0		0	"aeijimgtor"	"ἀεικίνητος"							0	0	0	"a)eiki/nhtos"	0	1	0
174	"ἀείρειτος"		"a)ei/reitoj "	3	0	0	0		0	"aeiqeitor"	"ἀείρειτος"							0	0	0	"a)ei/reitos"	0	0	0
175	"ἀείρω"	"to lift, heave, raise up"	"a)ei/rw "	2	0	29	0		0	"aeiqy"	"ἀείρω"							0	0	0	"a)ei/rw"	0	1	0
176	"ἄεισμα"		"a)/eisma "	1	0	21	0		0	"aeisla"	"ἄεισμα"							0	0	3	"a)/eisma"	0	9	0
177	"ἀεισχοροῦν"		"a)eisxorou=n "	0	0	0	-1		0	"aeiswoqoum"	"ἀεισχορου̂ν"							0	0	0	"a)eisxorou=n"	0	0	0
178	"ἀεκούσιος"	"against one's will, involuntary"	"a)ekou/sioj "	3	0	649	0		0	"aejousior"	"ἀεκούσιος"							0	0	0	"a)ekou/sios"	0	1	0
179	"ἀέκων"	"against one's will, unwilling"	"a)e/kwn "	3	0	649	0		0	"aejym"	"ἀέκων"							0	0	0	"a)e/kwn"	0	2	0
180	"ἀέναος"	"ever-flowing"	"a)e/naoj "	3	0	362	0		0	"aemaor"	"ἀέναος"							0	0	0	"a)e/naos"	0	1	0
181	"ἀενάων"		"a)ena/wn "	0	0	0	0		0	"aemaym"	"ἀενάων"							0	0	0	"a)ena/wn"	0	0	0
182	"ἀέριος"	"in the mist or thick air of morning"	"a)e/rioj "	3	18	777	0		0	"aeqior"	"ἀέριος"							0	0	0	"a)e/rios"	0	2	0
183	"ἀεροβατέω"	"to walk the air"	"a)erobate/w "	2	0	113	0		0	"aeqobatey"	"ἀεροβατέω"							0	0	0	"a)erobate/w"	0	3	0
184	"ἀεροειδής"		"a)eroeidh/j "	3	0	376	0		0	"aeqoeidgr"	"ἀεροειδής"							0	0	0	"a)eroeidh/s"	0	1	0
185	"ἀεροπόρος"		"a)eropo/roj "	3	0	442	0		0	"aeqopoqor"	"ἀεροπόρος"							0	0	0	"a)eropo/ros"	0	1	0
186	"ἀετός"	"an eagle"	"a)eto/j "	1	1	0	0		0	"aetor"	"ἀετός"							0	0	2	"a)eto/s"	0	0	0
187	"Ἀζάης"		")Aza/hj "	6	0	0	0		0	"afagr"	" ̓Αζάης"							0	0	0	"*)aza/hs"	0	0	0
188	"ἀζήλωτος"	"not to be envied"	"a)zh/lwtoj "	3	0	233	0		0	"afgkytor"	"ἀζήλωτος"							0	0	0	"a)zh/lwtos"	1	7	4222
189	"ἄζυμος"	"unleavened"	"a)/zumoj "	3	0	0	0		0	"afulor"	"ἄζυμος"							0	0	0	"a)/zumos"	0	0	0
190	"ἀηδής"	"unpleasant to the taste, distasteful"	"a)hdh/j "	3	0	239	0		0	"agdgr"	"ἀηδής"							0	0	0	"a)hdh/s"	0	1	0
191	"ἀηδία"	"unpleasantness, nauseousness"	"a)hdi/a "	1	0	239	0		0	"agdia"	"ἀηδία"							0	0	1	"a)hdi/a"	0	2	0
192	"ἀηδών"	"the songstress"	"a)hdw/n "	1	0	21	0		0	"agdym"	"ἀηδών"							0	0	1	"a)hdw/n"	0	10	0
193	"ἀήθεια"	"unaccustomedness"	"a)h/qeia "	1	0	218	0		0	"agheia"	"ἀήθεια"							0	0	1	"a)h/qeia"	0	1	0
194	"ἀήθης"	"unwonted, unusual"	"a)h/qhj "	3	0	218	0		0	"aghgr"	"ἀήθης"							0	0	0	"a)h/qhs"	0	2	0
195	"ἀήρ"	"the lower air, the air"	"a)h/r "	1	0	777	0		0	"agq"	"ἀήρ"							0	0	0	"a)h/r"	0	3	0
196	"ἀησσητος"		"a)hsshtoj "	0	0	0	0		0	"agssgtor"	"ἀησσητος"							0	0	0	"a)hsshtos"	0	0	0
197	"ἀήτη"		"a)h/th "	1	0	777	0		0	"agtg"	"ἀήτη"							0	0	0	"a)h/th"	0	4	0
198	"ἀήτης"	"a blast, gale"	"a)h/thj "	1	18	777	0		0	"agtgr"	"ἀήτης"							0	0	0	"a)h/ths"	0	5	0
199	"ἀητόρρους"		"a)hto/rrouj "	0	0	777	0		0	"agtoqqour"	"ἀητόρρους"							0	0	0	"a)hto/rrous"	0	0	198
200	"ἀήττητος"		"a)h/tthtoj "	0	0	0	0		0	"agttgtor"	"ἀήττητος"							0	0	0	"a)h/tthtos"	0	0	0
201	"Ἀθάμας"		")Aqa/maj "	6	0	0	0		0	"ahalar"	" ̓Αθάμας"							0	0	0	"*)aqa/mas"	0	0	0
202	"ἀθανασία"	"immortality"	"a)qanasi/a "	1	0	257	0		0	"ahamasia"	"ἀθανασία"							0	0	0	"a)qanasi/a"	0	1	0
203	"ἀθάνατος"	"undying, immortal"	"a)qa/natoj "	3	0	257	0		0	"ahamator"	"ἀθάνατος"							0	0	0	"a)qa/natos"	0	2	0
204	"ἀθέλητος"		"a)qe/lhtoj "	3	0	217	0		0	"ahekgtor"	"ἀθέλητος"							0	0	0	"a)qe/lhtos"	0	1	0
205	"ἄθεος"	"without God, denying the gods"	"a)/qeoj "	3	0	262	0		0	"aheor"	"ἄθεος"							0	0	0	"a)/qeos"	0	1	0
206	"ἀθεότης"	"ungodliness"	"a)qeo/thj "	1	0	262	0		0	"aheotgr"	"ἀθεότης"							0	0	0	"a)qeo/ths"	0	2	0
207	"ἄθερμος"	"without heat"	"a)/qermoj "	3	0	264	0		0	"aheqlor"	"ἄθερμος"							0	0	0	"a)/qermos"	1	7	4507
208	"Ἀθηνάαν"		")Aqhna/an "	6	0	0	0		0	"ahgmaam"	" ̓Αθηνάαν"							0	0	0	"*)aqhna/an"	0	0	0
209	"Ἀθηνάας"		")Aqhna/aj "	6	0	0	0		0	"ahgmaar"	" ̓Αθηνάας"							0	0	0	"*)aqhna/as"	0	0	0
210	"Ἀθήναζε"	"to Athens"	")Aqh/naze "	6	0	0	0		0	"ahgmafe"	" ̓Αθήναζε"							0	0	0	"*)aqh/naze"	0	0	0
211	"Ἀθῆναι"	"the city of Athens"	")Aqh=nai "	6	0	0	0		0	"ahgmai"	" ̓Αθη̂ναι"							0	0	0	"*)aqh=nai"	0	0	0
212	"Ἀθήναια"		")Aqh/naia "	6	0	0	0		0	"ahgmaia"	" ̓Αθήναια"							0	0	0	"*)aqh/naia"	0	0	0
213	"Ἀθήναιον"	"the temple of Athena"	")Aqh/naion "	6	0	0	0		0	"ahgmaiom"	" ̓Αθήναιον"							0	0	0	"*)aqh/naion"	0	0	0
214	"Ἀθηναῖος"	"Athenian, of or from Athens"	")Aqhnai=oj "	6	0	0	0		0	"ahgmaior"	" ̓Αθήναιος"							0	0	0	"*)aqh/naios"	0	0	0
215	"Ἀθήναιος"		")Aqh/naioj "	6	0	0	0		0	"ahgmaior"	" ̓Αθηναι̂ος"							0	0	0	"*)aqhnai=os"	0	0	0
216	"Ἀθήνευς"		")Aqh/neuj "	6	0	0	0		0	"ahgmeur"	" ̓Αθήνευς"							0	0	0	"*)aqh/neus"	0	0	0
217	"Ἀθήνη"	"Athena"	")Aqh/nh "	1	0	0	-1		0	"ahgmg"	" ̓Αθήνη"							0	0	0	"*)aqh/nh"	0	0	0
218	"Ἀθήνησιν"	"at Athens"	")Aqh/nhsin "	6	0	0	0		0	"ahgmgsim"	" ̓Αθήνησιν"							0	0	0	"*)aqh/nhsin"	0	0	0
219	"ἀθλέω"	"having contended with"	"a)qle/w "	2	0	22	0		0	"ahkey"	"ἀθλέω"							0	0	0	"a)qle/w"	0	1	0
220	"ἀθλητής"	"a prizefighter"	"a)qlhth/j "	1	0	22	0		0	"ahkgtgr"	"ἀθλητής"							0	0	0	"a)qlhth/s"	0	2	0
221	"ἄθλιος"	"gaining the prize"	"a)/qlioj "	3	0	22	0		0	"ahkior"	"ἄθλιος"							0	0	0	"a)/qlios"	0	3	0
222	"ἀθλιότης"	"suffering, wretchedness"	"a)qlio/thj "	1	0	22	0		0	"ahkiotgr"	"ἀθλιότης"							0	0	0	"a)qlio/ths"	0	4	0
223	"ἆθλον"	"the prize of contest"	"a)=qlon "	1	0	22	0		0	"ahkom"	"ἀ̂θλον"							0	0	0	"a)=qlon"	0	5	0
224	"ἆθλος"	"a contest for a prize"	"a)=qloj "	1	0	22	0		-1	"ahkor"	"ἀ̂θλος"							0	0	0	"a)=qlos"	0	6	0
225	"ἀθρέω"	"to look at, gaze at, observe, perceive"	"a)qre/w "	2	0	23	0		-1	"ahqey"	"ἀθρέω"							0	0	0	"a)qre/w"	0	1	0
226	"ἀθρητέον"	"one must consider"	"a)qrhte/on "	3	0	23	0		0	"ahqgteom"	"ἀθρητέον"							0	0	0	"a)qrhte/on"	0	2	0
227	"ἀθρητέος"		"a)qrhte/oj "	3	0	23	0		0	"ahqgteor"	"ἀθρητέος"							0	0	0	"a)qrhte/os"	0	3	0
228	"ἀθροίζω"	"to gather together, to muster"	"a)qroi/zw "	2	0	24	0		0	"ahqoify"	"ἀθροίζω"							0	3	0	"a)qroi/zw"	0	1	0
229	"ἄθροισμα"	"a gathering"	"a)/qroisma "	1	0	24	0		0	"ahqoisla"	"ἄθροισμα"							0	0	0	"a)/qroisma"	0	3	0
230	"ἀθρόος"	"in crowds or masses, crowded together"	"a)qro/oj "	3	0	24	0		-1	"ahqoor"	"ἀθρόος"							0	0	0	"a)qro/os"	0	4	0
231	"ἀθυμέω"	"to be disheartened, lose heart"	"a)qume/w "	2	0	275	0		0	"ahuley"	"ἀθυμέω"							0	0	0	"a)qume/w"	0	1	0
232	"ἀθῷος"	"unpunished, scot-free"	"a)qw=?oj "	3	0	0	0		0	"ahyor"	"ἀθῳ̂ος"							0	0	0	"a)qw=|os"	0	0	0
233	"αἴ"	"ha!"	"ai)/ "	9	0	0	0		0	"ai"	"αἴ"							0	0	0	"ai)/"	0	0	0
234	"Αἶα"		"Ai)=a "	6	0	0	0		0	"aia"	"Αἰ̂α"							0	0	0	"*ai)=a"	0	0	0
235	"Αἰακός"		"Ai)ako/j "	6	0	0	0		0	"aiajor"	"Αἰακός"							0	0	0	"*ai)ako/s"	0	0	0
236	"Αἰαντόδωρος"		"Ai)anto/dwroj "	6	0	0	0		0	"aiamtodyqor"	"Αἰαντόδωρος"							0	0	0	"*ai)anto/dwros"	0	0	0
237	"Αἴας"	"Ajax"	"Ai)/aj "	6	0	0	0		0	"aiar"	"Αἴας"							0	0	0	"*ai)/as"	0	0	0
238	"αἴγειος"	"of a goat or goats"	"ai)/geioj "	3	1	0	0		0	"aiceior"	"αἴγειος"							0	0	0	"ai)/geios"	0	0	0
239	"Αἴγινα"	"Aegina"	"Ai)/gina "	6	0	0	0		0	"aicima"	"Αἴγινα"							0	0	0	"*ai)/gina"	0	0	0
240	"αἰγίνη"		"ai)gi/nh "	0	0	0	0		0	"aicimg"	"αἰγίνη"							0	0	0	"ai)gi/nh"	0	0	0
241	"Αἴγισθος"		"Ai)/gisqoj "	6	0	0	0		0	"aicishor"	"Αἴγισθος"							0	0	0	"*ai)/gisqos"	0	0	0
242	"αἰγυπτία"		"ai)gupti/a "	0	0	0	0		0	"aicuptia"	"αἰγυπτία"							0	0	0	"ai)gupti/a"	0	0	0
243	"Αἰγύπτιος"	"Egyptian"	"Ai)gu/ptioj "	3	0	0	-1		0	"aicuptior"	"Αἰγύπτιος"							0	0	0	"*ai)gu/ptios"	0	0	0
244	"Αἰγυπτιστί"	"in the Egyptian tongue"	"Ai)guptisti/ "	4	0	0	-1		0	"aicuptisti"	"Αἰγυπτιστί"							0	0	0	"*ai)guptisti/"	0	0	0
245	"Αἴγυπτος"	"the river Nile"	"Ai)/guptoj "	1	0	0	-1		0	"aicuptor"	"Αἴγυπτος"							0	0	0	"*ai)/guptos"	0	0	0
246	"αἰδέομαι"	"to be ashamed to do"	"ai)de/omai "	2	0	25	0		0	"aideolai"	"αἰδέομαι"							0	0	0	"ai)de/omai"	0	1	0
247	"Αἵδης"		"Ai(/dhj "	6	0	0	0		0	"aidgr"	"ἀιδής"							0	0	0	"*ai(/dhs"	0	0	0
248	"ἀιδής"	"unseen, annihilated"	"a)idh/j "	3	0	376	0		0	"aidgr"	"Αἵδης"							0	0	0	"a)idh/s"	0	2	0
249	"ἀίδιος"	"everlasting, eternal"	"a)i/dioj "	3	0	0	0		0	"aidior"	"ἀίδιος"							0	0	0	"a)i/dios"	0	0	0
250	"αἰδοῖον"	"the genitals, pudenda"	"ai)doi=on "	1	16	25	0		0	"aidoiom"	"αἰδοι̂ον"							0	0	0	"ai)doi=on"	0	2	0
251	"αἰδοῖος"	"regarded with reverence, august, venerable"	"ai)doi=oj "	3	0	25	0		0	"aidoior"	"αἰδοι̂ος"							0	0	0	"ai)doi=os"	0	3	0
252	"αἰδώ"		"ai)dw/ "	2	0	25	0		0	"aidy"	"αἰδώ"							0	0	0	"ai)dw/"	0	4	0
253	"αἰδώς"	"a sense of shame, shame, modesty, self-respect"	"ai)dw/j "	1	0	25	0		-1	"aidyr"	"αἰδώς"							0	0	0	"ai)dw/s"	0	5	0
254	"αἰθήρ"	"ether, the brighter purer air, the sky"	"ai)qh/r "	1	0	777	0		0	"aihgq"	"αἰθήρ"							0	0	0	"ai)qh/r"	0	6	0
255	"αἷμα"	"blood"	"ai(=ma "	1	16	26	0		-1	"aila"	"αἱ̂μα"							0	0	0	"ai(=ma"	0	1	0
256	"αἱματόεις"	"blood-red or of blood"	"ai(mato/eij "	1	0	26	0		0	"ailatoeir"	"αἱματόεις"							0	0	0	"ai(mato/eis"	0	2	0
257	"αἱμύλος"	"flattering, wheedling, wily"	"ai(mu/loj "	3	0	0	0		0	"ailukor"	"αἱμύλος"							0	0	0	"ai(mu/los"	0	0	0
258	"Αἰνείας"		"Ai)nei/aj "	6	0	0	0		0	"aimeiar"	"Αἰνείας"							0	0	0	"*ai)nei/as"	0	0	0
259	"αἴνιγμα"	"a dark saying, riddle"	"ai)/nigma "	1	0	27	0		0	"aimicla"	"αἴνιγμα"							0	0	0	"ai)/nigma"	0	1	0
260	"αἰνιγματώδης"	"riddling, dark"	"ai)nigmatw/dhj "	3	0	27	0		0	"aimiclatydgr"	"αἰνιγματώδης"							0	0	0	"ai)nigmatw/dhs"	0	2	0
261	"αἰνιγμός"	"a riddle"	"ai)nigmo/j "	1	0	27	0		-1	"aimiclor"	"αἰνιγμός"							0	0	0	"ai)nigmo/s"	0	3	0
262	"αἰνίζω"		"ai)ni/zw "	2	0	0	0		0	"aimify"	"αἰνίζω"							0	3	0	"ai)ni/zw"	0	0	0
263	"αἰνίσσομαι"	"to speak in riddles"	"ai)ni/ssomai "	2	0	27	0		0	"aimissolai"	"αἰνίσσομαι"							0	0	0	"ai)ni/ssomai"	0	4	0
264	"αἴνυμαι"	"to take, take off, take hold of"	"ai)/numai "	2	0	0	0		0	"aimulai"	"αἴνυμαι"							0	0	0	"ai)/numai"	0	0	0
265	"Αἰξωνέα"		"Ai)cwne/a "	6	0	0	0		0	"ainymea"	"Αἰξωνέα"							0	0	0	"*ai)cwne/a"	0	0	0
266	"Αἰξωνέως"		"Ai)cwne/wj "	6	0	0	0		0	"ainymeyr"	"Αἰξωνέως"							0	0	0	"*ai)cwne/ws"	0	0	0
267	"αἰολέω"		"ai)ole/w "	2	0	0	0		0	"aiokey"	"αἰολέω"							0	0	0	"ai)ole/w"	0	0	0
268	"αἰπόλος"	"a goatherd"	"ai)po/loj "	1	21	0	0		0	"aipokor"	"αἰπόλος"							0	0	0	"ai)po/los"	0	0	0
269	"αἵρεσις"	"a taking especially"	"ai(/resij "	1	0	28	0		0	"aiqesir"	"αἵρεσις"							0	0	0	"ai(/resis"	0	1	0
270	"αἱρετέος"	"to be taken, desirable"	"ai(rete/oj "	3	0	28	0		0	"aiqeteor"	"αἱρετέος"							0	0	0	"ai(rete/os"	0	6	0
271	"αἱρετής"		"ai(reth/j "	0	0	28	0		0	"aiqetgr"	"αἱρετής"							0	0	0	"ai(reth/s"	0	12	0
272	"αἱρετός"	"that may be taken or conquered"	"ai(reto/j "	3	0	28	0		0	"aiqetor"	"αἱρετός"							0	0	0	"ai(reto/s"	0	13	0
273	"αἱρέω"	"to take with the hand, grasp"	"ai(re/w "	2	0	28	0		-1	"aiqey"	"αἱρέω"	"αἴρω"	"ἀρῶ"	"ἦρα"	"ἦρκα"	"ἦρμαι"	"ἤρθην"	0	0	0	"ai(re/w"	0	14	0
274	"αἴρω"	"to take up, raise, lift up"	"ai)/rw "	2	0	29	0		-1	"aiqy"	"αἴρω"	"αἴρω"	"ἀρῶ"	"ἦρα"	"ἦρκα"	"ἦρμαι"	"ἤρθην"	0	0	0	"ai)/rw"	0	2	0
275	"αἰσθάνομαι"	"to perceive, apprehend by the senses, to see, hear, feel"	"ai)sqa/nomai "	2	0	30	0		-1	"aishamolai"	"αἰσθάνομαι"	"αἰσθάνομαι"	"αἰθήσομαι"	"ἠσθόμην"	"ἤσθημαι"			0	0	0	"ai)sqa/nomai"	0	1	0
276	"αἴσθησις"	"perception by the senses"	"ai)/sqhsij "	1	0	30	0		0	"aishgsir"	"αἴσθησις"							0	0	0	"ai)/sqhsis"	0	5	0
277	"αἰσθητής"		"ai)sqhth/j "	0	0	30	0		0	"aishgtgr"	"αἰσθητής"							0	0	0	"ai)sqhth/s"	0	6	0
278	"αἰσθητικός"	"of or for perception by the senses, perceptive"	"ai)sqhtiko/j "	3	0	30	0		0	"aishgtijor"	"αἰσθητικός"							0	0	0	"ai)sqhtiko/s"	0	7	0
279	"αἰσθητός"	"perceptible by the senses"	"ai)sqhto/j "	3	0	30	0		0	"aishgtor"	"αἰσθητός"							0	0	0	"ai)sqhto/s"	0	8	0
280	"ἀίσθω"	"to breathe out"	"a)i/sqw "	2	0	0	0		0	"aishy"	"ἀίσθω"							0	0	0	"a)i/sqw"	0	0	0
281	"ἀίσσω"	"to move with a quick shooting motion, to shoot, dart, glance"	"a)i/ssw "	2	0	0	0		0	"aissy"	"ἀίσσω"							0	3	0	"a)i/ssw"	0	0	0
282	"ἀιστόω"	"to make unseen, to annihilate"	"a)isto/w "	2	0	0	0		0	"aistoy"	"ἀιστόω"							0	0	0	"a)isto/w"	0	0	0
283	"Αἰσχίνης"		"Ai)sxi/nhj "	6	0	0	0		0	"aiswimgr"	"Αἰσχίνης"							0	0	0	"*ai)sxi/nhs"	0	0	0
284	"αἶσχος"	"shame, disgrace"	"ai)=sxoj "	1	0	31	0		-1	"aiswor"	"αἰ̂σχος"							0	0	0	"ai)=sxos"	0	1	0
285	"αἰσχρός"	"causing shame, abusive"	"ai)sxro/j "	3	0	31	0		0	"aiswqor"	"αἰσχρός"							0	0	0	"ai)sxro/s"	0	2	0
286	"αἰσχρότης"	"ugliness, deformity"	"ai)sxro/thj "	1	0	31	0		0	"aiswqotgr"	"αἰσχρότης"							0	0	0	"ai)sxro/ths"	0	3	0
287	"Αἰσχύλος"		"Ai)sxu/loj "	6	0	0	0		0	"aiswukor"	"Αἰσχύλος"							0	0	0	"*ai)sxu/los"	0	0	0
288	"αἰσχύνη"	"shame done one, disgrace, dishonour"	"ai)sxu/nh "	1	0	31	0		0	"aiswumg"	"αἰσχύνη"							0	0	0	"ai)sxu/nh"	0	4	0
289	"αἰσχυνομένη"		"ai)sxunome/nh "	1	0	31	0		0	"aiswumolemg"	"αἰσχυνομένη"							0	0	0	"ai)sxunome/nh"	0	5	0
290	"αἰσχυντηλός"	"bashful, modest"	"ai)sxunthlo/j "	3	0	31	0		0	"aiswumtgkor"	"αἰσχυντηλός"							0	0	0	"ai)sxunthlo/s"	0	6	0
291	"αἰσχυντηρός"		"ai)sxunthro/j "	0	0	31	0		0	"aiswumtgqor"	"αἰσχυντηρός"							0	0	0	"ai)sxunthro/s"	0	7	0
292	"αἰσχύνω"	"to make ugly, disfigure, mar"	"ai)sxu/nw "	2	0	31	0		0	"aiswumy"	"αἰσχύνω"							0	0	0	"ai)sxu/nw"	0	8	0
293	"Αἴσωπος"		"Ai)/swpoj "	6	0	0	0		0	"aisypor"	"Αἴσωπος"							0	0	0	"*ai)/swpos"	0	0	0
294	"αἰτέω"	"to ask, beg"	"ai)te/w "	2	0	32	0		-1	"aitey"	"αἰτέω"							0	0	0	"ai)te/w"	0	1	0
295	"αἴτησις"	"a request, demand"	"ai)/thsij "	1	0	32	0		0	"aitgsir"	"αἴτησις"							0	0	0	"ai)/thsis"	0	6	0
296	"αἰτία"	"a charge, accusation"	"ai)ti/a "	1	0	33	0		-1	"aitia"	"αἰτία"							0	0	0	"ai)ti/a"	0	1	0
297	"αἰτιάομαι"	"to charge, accuse, censure, blame"	"ai)tia/omai "	2	0	33	0		0	"aitiaolai"	"αἰτιάομαι"							0	0	0	"ai)tia/omai"	0	2	0
298	"αἰτίασις"		"ai)ti/asij "	1	0	33	0		0	"aitiasir"	"αἰτίασις"							0	0	0	"ai)ti/asis"	0	3	0
299	"αἰτιατέον"	"one must accuse"	"ai)tiate/on "	3	0	33	0		0	"aitiateom"	"αἰτιατέον"							0	0	0	"ai)tiate/on"	0	4	0
300	"αἰτιατέος"		"ai)tiate/oj "	3	0	33	0		0	"aitiateor"	"αἰτιατέος"							0	0	0	"ai)tiate/os"	0	5	0
301	"αἴτιος"	"to blame, blameworthy, culpable"	"ai)/tioj "	3	0	33	0		0	"aitior"	"αἴτιος"							0	0	0	"ai)/tios"	0	6	0
302	"αἰχμητήνηομ"		"ai)xmhth/nhom "	0	0	0	-1		0	"aiwlgtgmgol"	"αἰχμητήνηομ"							0	0	0	"ai)xmhth/nHom"	0	0	0
303	"αἰών"	"a period of existence"	"ai)w/n "	1	0	34	0		-1	"aiym"	"αἰών"							0	0	0	"ai)w/n"	0	1	0
304	"αἰώνιος"	"lasting for an age"	"ai)w/nioj "	3	0	34	0		0	"aiymior"	"αἰώνιος"							0	0	0	"ai)w/nios"	0	2	0
305	"αἰώρα"	"a machine for suspending"	"ai)w/ra "	1	0	29	0		0	"aiyqa"	"αἰώρα"							0	0	0	"ai)w/ra"	0	12	0
306	"αἰωρέω"	"to lift up, raise"	"ai)wre/w "	2	0	29	0		0	"aiyqey"	"αἰωρέω"							0	0	0	"ai)wre/w"	0	13	0
307	"αἰώρησις"		"ai)w/rhsij "	1	0	29	0		0	"aiyqgsir"	"αἰώρησις"							0	0	0	"ai)w/rhsis"	0	16	0
308	"Ἀκαδήμεια"	"the Academy"	")Akadh/meia "	6	0	0	0		0	"ajadgleia"	" ̓Ακαδήμεια"							0	0	0	"*)akadh/meia"	0	0	0
309	"ἀκαθαρσία"	"uncleanness, impurity"	"a)kaqarsi/a "	1	0	298	0		0	"ajahaqsia"	"ἀκαθαρσία"							0	0	0	"a)kaqarsi/a"	0	1	0
310	"ἀκάθαρτος"	"uncleansed, unclean, impure"	"a)ka/qartoj "	3	0	298	0		0	"ajahaqtor"	"ἀκάθαρτος"							0	0	0	"a)ka/qartos"	0	2	0
311	"ἀκαιρία"	"unfitness of times: unseasonableness"	"a)kairi/a "	1	0	665	0		0	"ajaiqia"	"ἀκαιρία"							0	0	0	"a)kairi/a"	0	1	0
312	"ἄκαιρος"	"ill-timed, unseasonable, inopportune"	"a)/kairoj "	3	0	665	0		0	"ajaiqor"	"ἄκαιρος"							0	0	0	"a)/kairos"	0	2	0
313	"ἄκακος"	"unknowing of ill, guileless"	"a)/kakoj "	3	0	300	0		0	"ajajor"	"ἄκακος"							0	0	0	"a)/kakos"	1	12	4901
314	"ἄκαμπτος"	"unbent, that will not bend, rigid"	"a)/kamptoj "	3	0	305	0		0	"ajalptor"	"ἄκαμπτος"							0	0	0	"a)/kamptos"	0	1	0
315	"Ἀκαρνάν"		")Akarna/n "	6	0	0	0		0	"ajaqmam"	" ̓Ακαρνάν"							0	0	0	"*)akarna/n"	0	0	0
316	"ἄκαρπος"	"without fruit, barren"	"a)/karpoj "	3	0	739	0		0	"ajaqpor"	"ἄκαρπος"							0	0	0	"a)/karpos"	0	1	0
317	"ἀκέομαι"	"to heal, cure"	"a)ke/omai "	2	0	754	0		0	"ajeolai"	"ἀκέομαι"							0	0	0	"a)ke/omai"	0	1	0
318	"ἀκέραιος"	"unmixed, pure in blood"	"a)ke/raioj "	3	0	308	0		0	"ajeqaior"	"ἀκέραιος"							0	0	0	"a)ke/raios"	0	1	0
319	"ἀκέραστος"		"a)ke/rastoj "	0	0	308	0		0	"ajeqastor"	"ἀκέραστος"							0	0	0	"a)ke/rastos"	0	2	0
320	"ἀκέρατος"	"@without horns"	"a)ke/ratoj "	0	0	806	0		0	"ajeqator"	"ἀκέρατος"							0	0	0	"a)ke/ratos"	0	1	0
321	"ἀκερδής"	"without gain, bringing loss"	"a)kerdh/j "	3	0	310	0		0	"ajeqdgr"	"ἀκερδής"							0	0	0	"a)kerdh/s"	0	1	0
322	"ἄκερος"		"a)/keroj "	0	0	308	0		0	"ajeqor"	"ἄκερος"							0	0	0	"a)/keros"	0	3	0
323	"ἀκεσίμβροτος"		"a)kesi/mbrotoj "	0	0	0	0		0	"ajesilbqotor"	"ἀκεσίμβροτος"							0	0	0	"a)kesi/mbrotos"	0	0	0
324	"ἀκεστικός"		"a)kestiko/j "	0	0	754	0		0	"ajestijor"	"ἀκεστικός"							0	0	0	"a)kestiko/s"	0	3	0
325	"ἀκέφαλος"	"without head"	"a)ke/faloj "	3	0	752	0		0	"ajevakor"	"ἀκέφαλος"							0	0	0	"a)ke/falos"	0	1	0
326	"ἀκήλητος"	"to be won by no charms, proof against enchantment, inexorable"	"a)kh/lhtoj "	3	0	747	0		0	"ajgkgtor"	"ἀκήλητος"							0	0	0	"a)kh/lhtos"	0	1	0
327	"ἀκήρατος"	"unmixed, uncontaminated, undefiled"	"a)kh/ratoj "	3	0	308	0		0	"ajgqator"	"ἀκήρατος"							0	0	0	"a)kh/ratos"	0	4	0
328	"ἀκίνδυνος"	"without danger, free from danger"	"a)ki/ndunoj "	3	0	666	0		0	"ajimdumor"	"ἀκίνδυνος"							0	0	0	"a)ki/ndunos"	0	1	0
329	"ἀκίνητος"	"unmoved, motionless"	"a)ki/nhtoj "	3	0	311	0		0	"ajimgtor"	"ἀκίνητος"							0	0	0	"a)ki/nhtos"	0	2	0
